,cprcode,brcode,ib_cf_qty,new_ib_vs_stock_cv
17982,0198262,1000,0,0
17983,0198269,1000,0,0
17984,0198270,1000,0,0
17985,0198271,1000,-407,-407
17986,0198274,1000,-326,-326
17987,0198306,1000,0,0
17988,0198307,1000,0,0
17989,0198308,1000,0,0
17990,0198335,1000,0,0
17991,0198338,1000,0,0
17992,0198339,1000,0,0
17993,0198340,1000,0,0
17994,0198341,1000,0,0
17995,0198342,1000,0,0
17996,0198344,1000,0,0
17997,0198351,1000,11,11
17998,0198355,1000,6,6
17999,0198367,1000,2,2
18000,0198371,1000,76,76
18001,0198374,1000,0,0
18002,0198384,1000,0,0
18003,0198385,1000,0,0
18004,0198389,1000,0,0
18005,0198390,1000,0,0
18006,0198392,1000,6,6
18007,0198398,1000,0,0
18008,0198399,1000,10,10
18009,0198403,1000,3,3
18010,0198404,1000,1,1
18011,0198405,1000,2,2
18012,0198406,1000,0,0
18013,0198407,1000,0,0
18014,0198408,1000,1,1
18015,0198409,1000,0,0
18016,0198410,1000,0,0
18017,0198412,1000,0,0
18018,0198414,1000,0,0
18019,0198415,1000,0,0
18020,0198416,1000,0,0
18021,0198417,1000,0,0
18022,0198418,1000,0,0
18023,0198419,1000,0,0
18024,0198420,1000,0,0
18025,0198421,1000,0,0
18026,0198422,1000,0,0
18027,0198423,1000,0,0
18028,0198424,1000,0,0
18029,0198425,1000,0,0
18030,0198426,1000,0,0
18031,0198427,1000,0,0
18032,0198428,1000,0,0
18033,0198437,1000,2,2
18034,0198441,1000,26,26
18035,0198446,1000,70,70
18036,0198448,1000,20,20
18037,0198449,1000,7,7
18038,0198450,1000,11,11
18039,0198451,1000,2,2
18040,0198452,1000,6,6
18041,0198453,1000,9,9
18042,0198454,1000,0,0
18043,0198455,1000,0,0
18044,0198457,1000,23,23
18045,0198458,1000,19,19
18046,0198460,1000,6,6
18047,0198462,1000,9,9
18048,0198463,1000,17,17
18049,0198464,1000,10,10
18050,0198465,1000,32,32
18051,0198466,1000,9,9
18052,0198467,1000,3,3
18053,0198468,1000,10,10
18054,0198474,1000,15,15
18055,0198475,1000,11,11
18056,0198490,1000,-124,-124
18057,0198491,1000,-46,-46
18058,0198492,1000,-19,-19
18059,0198493,1000,-75,-75
18060,0198494,1000,-705,-705
18061,0198510,1000,0,0
18062,0198518,1000,0,0
18063,0198519,1000,0,0
18064,0198521,1000,0,0
18065,0198522,1000,0,0
18066,0198523,1000,6,6
18067,0198525,1000,0,0
18068,0198529,1000,-985,-985
18069,0198530,1000,-4,-4
18070,0198540,1000,0,0
18071,0198550,1000,0,0
18072,0198558,1000,0,0
18073,0198559,1000,0,0
18074,0198560,1000,0,0
18075,0198597,1000,0,0
18076,0198599,1000,0,0
18077,0198626,1000,0,0
18078,0198638,1000,0,0
18079,0198639,1000,0,0
18080,0198640,1000,-46,-46
18081,0198644,1000,0,0
18082,0198646,1000,0,0
18083,0198647,1000,0,0
18084,0198648,1000,0,0
18085,0198649,1000,0,0
18086,0198650,1000,11,11
18087,0198651,1000,0,0
18088,0198660,1000,0,0
18089,0198666,1000,0,0
18090,0198670,1000,0,0
18091,0198671,1000,0,0
18092,0198674,1000,0,0
18093,0198680,1000,0,0
18094,0198681,1000,27,27
18095,0198692,1000,0,0
18096,0198693,1000,0,0
18097,0198694,1000,0,0
18098,0198696,1000,0,0
18099,0198697,1000,0,0
18100,0198698,1000,-2,-2
18101,0198701,1000,0,0
18102,0198708,1000,0,0
18103,0198709,1000,0,0
18104,0198710,1000,0,0
18105,0198711,1000,0,0
18106,0198712,1000,0,0
18107,0198723,1000,0,0
18108,0198724,1000,0,0
18109,0198725,1000,0,0
18110,0198752,1000,0,0
18111,0198753,1000,0,0
18112,0198754,1000,0,0
18113,0198755,1000,0,0
18114,0198756,1000,0,0
18115,0198757,1000,0,0
18116,0198760,1000,0,0
18117,0198761,1000,0,0
18118,0198765,1000,0,0
18119,0198769,1000,0,0
18120,0198770,1000,0,0
18121,0198771,1000,0,0
18122,0198774,1000,0,0
18123,0198775,1000,-1337,-1337
18124,0198776,1000,0,0
18125,0198778,1000,0,0
18126,0198787,1000,6,6
18127,0198788,1000,0,0
18128,0198790,1000,0,0
18129,0198791,1000,0,0
18130,0198792,1000,19,19
18131,0198793,1000,6,6
18132,0198799,1000,0,0
18133,0198800,1000,0,0
18134,0198805,1000,0,0
18135,0198811,1000,0,0
18136,0198813,1000,0,0
18137,0198814,1000,0,0
18138,0198834,1000,0,0
18139,0198835,1000,0,0
18140,0198836,1000,0,0
18141,0198837,1000,-10,-10
18142,0198838,1000,-618,-618
18143,0198839,1000,0,0
18144,0198875,1000,0,0
18145,0198880,1000,0,0
18146,0198881,1000,0,0
18147,0198888,1000,0,0
18148,0198891,1000,0,0
18149,0198892,1000,0,0
18150,0198914,1000,65,65
18151,0198917,1000,9,9
18152,0198918,1000,16,16
18153,0198919,1000,13,13
18154,0198920,1000,5,5
18155,0198922,1000,0,0
18156,0198927,1000,6,6
18157,0198929,1000,3,3
18158,0198930,1000,3,3
18159,0198933,1000,6,6
18160,0198934,1000,-1,-1
18161,0198936,1000,17,17
18162,0198937,1000,7,7
18163,0198940,1000,4,4
18164,0198943,1000,0,0
18165,0198952,1000,0,0
18166,0198953,1000,0,0
18167,0198959,1000,0,0
18168,0198963,1000,0,0
18169,0198966,1000,0,0
18170,0198981,1000,0,0
18171,0198982,1000,2,2
18172,0198995,1000,0,0
18173,0198998,1000,0,0
18174,0199002,1000,0,0
18175,0199005,1000,0,0
18176,0199006,1000,0,0
18177,0199007,1000,0,0
18178,0199008,1000,0,0
18179,0199009,1000,0,0
18180,0199010,1000,0,0
18181,0199011,1000,-5443,-5443
18182,0199012,1000,-4646,-4646
18183,0199016,1000,-36,-36
18184,0199017,1000,-34,-34
18185,0199018,1000,-662,-662
18186,0199025,1000,0,0
18187,0199026,1000,0,0
18188,0199027,1000,0,0
18189,0199028,1000,0,0
18190,0199029,1000,0,0
18191,0199031,1000,0,0
18192,0199032,1000,0,0
18193,0199033,1000,0,0
18194,0199034,1000,0,0
18195,0199036,1000,0,0
18196,0199037,1000,0,0
18197,0199038,1000,0,0
18198,0199040,1000,0,0
18199,0199041,1000,0,0
18200,0199045,1000,0,0
18201,0199046,1000,0,0
18202,0199047,1000,0,0
18203,0199048,1000,0,0
18204,0199049,1000,0,0
18205,0199050,1000,0,0
18206,0199051,1000,0,0
18207,0199052,1000,0,0
18208,0199053,1000,0,0
18209,0199055,1000,0,0
18210,0199056,1000,0,0
18211,0199058,1000,0,0
18212,0199059,1000,0,0
18213,0199060,1000,0,0
18214,0199061,1000,0,0
18215,0199062,1000,0,0
18216,0199063,1000,0,0
18217,0199064,1000,0,0
18218,0199065,1000,0,0
18219,0199066,1000,0,0
18220,0199067,1000,0,0
18221,0199068,1000,0,0
18222,0199069,1000,0,0
18223,0199070,1000,0,0
18224,0199071,1000,0,0
18225,0199072,1000,0,0
18226,0199073,1000,0,0
18227,0199074,1000,0,0
18228,0199075,1000,0,0
18229,0199076,1000,0,0
18230,0199077,1000,0,0
18231,0199078,1000,0,0
18232,0199079,1000,0,0
18233,0199080,1000,0,0
18234,0199081,1000,0,0
18235,0199082,1000,0,0
18236,0199083,1000,0,0
18237,0199084,1000,0,0
18238,0199085,1000,0,0
18239,0199102,1000,10,10
18240,0199103,1000,6,6
18241,0199104,1000,0,0
18242,0199106,1000,0,0
18243,0199107,1000,0,0
18244,0199112,1000,38,38
18245,0199113,1000,9,9
18246,0199116,1000,14,14
18247,0199119,1000,3,3
18248,0199120,1000,4,4
18249,0199122,1000,6,6
18250,0199123,1000,6,6
18251,0199137,1000,0,0
18252,0199139,1000,4,4
18253,0199140,1000,0,0
18254,0199141,1000,0,0
18255,0199142,1000,0,0
18256,0199143,1000,0,0
18257,0199144,1000,0,0
18258,0199145,1000,0,0
18259,0199146,1000,0,0
18260,0199147,1000,0,0
18261,0199148,1000,0,0
18262,0199149,1000,0,0
18263,0199152,1000,-6,-6
18264,0199160,1000,-35,-35
18265,0199161,1000,-139,-139
18266,0199162,1000,-311,-311
18267,0199163,1000,-45,-45
18268,0199164,1000,0,0
18269,0199166,1000,6,6
18270,0199167,1000,0,0
18271,0199168,1000,0,0
18272,0199169,1000,90,90
18273,0199176,1000,7,7
18274,0199177,1000,0,0
18275,0199178,1000,0,0
18276,0199179,1000,4,4
18277,0199188,1000,2,2
18278,0199191,1000,42,42
18279,0199203,1000,0,0
18280,0199204,1000,0,0
18281,0199206,1000,0,0
18282,0199208,1000,3,3
18283,0199215,1000,0,0
18284,0199217,1000,2,2
18285,0199219,1000,3,3
18286,0199220,1000,0,0
18287,0199225,1000,22,22
18288,0199226,1000,4,4
18289,0199233,1000,3,3
18290,0199234,1000,7,7
18291,0199235,1000,7,7
18292,0199239,1000,11,11
18293,0199241,1000,0,0
18294,0199242,1000,2,2
18295,0199243,1000,5,5
18296,0199245,1000,0,0
18297,0199252,1000,0,0
18298,0199255,1000,0,0
18299,0199266,1000,7,7
18300,0199272,1000,3,3
18301,0199275,1000,7,7
18302,0199282,1000,13,13
18303,0199283,1000,13,13
18304,0199288,1000,0,0
18305,0199290,1000,12,12
18306,0199291,1000,3,3
18307,0199292,1000,18,18
18308,0199299,1000,-4,-4
18309,0199300,1000,-15,-15
18310,0199301,1000,-18,-18
18311,0199303,1000,2,2
18312,0199305,1000,12,12
18313,0199306,1000,-12,-12
18314,0199307,1000,0,0
18315,0199308,1000,-113,-113
18316,0199309,1000,0,0
18317,0199311,1000,0,0
18318,0199312,1000,0,0
18319,0199313,1000,0,0
18320,0199314,1000,0,0
18321,0199316,1000,0,0
18322,0199343,1000,0,0
18323,0199346,1000,0,0
18324,0199349,1000,0,0
18325,0199351,1000,6,6
18326,0199352,1000,12,12
18327,0199364,1000,39,39
18328,0199365,1000,28,28
18329,0199366,1000,32,32
18330,0199367,1000,13,13
18331,0199368,1000,11,11
18332,0199370,1000,11,11
18333,0199371,1000,0,0
18334,0199372,1000,13,13
18335,0199373,1000,29,29
18336,0199374,1000,0,0
18337,0199375,1000,5,5
18338,0199376,1000,0,0
18339,0199377,1000,27,27
18340,0199378,1000,0,0
18341,0199380,1000,7,7
18342,0199381,1000,0,0
18343,0199382,1000,0,0
18344,0199395,1000,17,17
18345,0199400,1000,0,0
18346,0199401,1000,6,6
18347,0199402,1000,0,0
18348,0199408,1000,0,0
18349,0199410,1000,25,25
18350,0199414,1000,15,15
18351,0199415,1000,0,0
18352,0199418,1000,12,12
18353,0199431,1000,0,0
18354,0199433,1000,0,0
18355,0199435,1000,5,5
18356,0199440,1000,0,0
18357,0199441,1000,8,8
18358,0199442,1000,9,9
18359,0199443,1000,0,0
18360,0199444,1000,10,10
18361,0199445,1000,6,6
18362,0199446,1000,11,11
18363,0199447,1000,11,11
18364,0199448,1000,9,9
18365,0199449,1000,15,15
18366,0199451,1000,0,0
18367,0199452,1000,0,0
18368,0199453,1000,-8,-8
18369,0199492,1000,0,0
18370,0199501,1000,0,0
18371,0199502,1000,0,0
18372,0199503,1000,0,0
18373,0199509,1000,0,0
18374,0199511,1000,-38,-38
18375,0199514,1000,-1,-1
18376,0199516,1000,0,0
18377,0199517,1000,0,0
18378,0199552,1000,2,2
18379,0199556,1000,2,2
18380,0199678,1000,-5599,-5599
18381,0199679,1000,-5058,-5058
18382,0199680,1000,-4912,-4912
18383,0199681,1000,-8489,-8489
18384,0199682,1000,-4828,-4828
18385,0199683,1000,-4462,-4462
18386,0199684,1000,-1581,-1581
18387,0199685,1000,-11,-11
18388,0199697,1000,0,0
18389,0199698,1000,0,0
18390,0199705,1000,-3439,-3439
18391,0199707,1000,0,0
18392,0199708,1000,11,11
18393,0199710,1000,28,28
18394,0199712,1000,13,13
18395,0199714,1000,13,13
18396,0199734,1000,9,9
18397,0199735,1000,13,13
18398,0199737,1000,0,0
18399,0199738,1000,-34,-34
18400,0199739,1000,0,0
18401,0199740,1000,-32,-32
18402,0199741,1000,0,0
18403,0199743,1000,0,0
18404,0199744,1000,0,0
18405,0199745,1000,0,0
18406,0199746,1000,-72,-72
18407,0199747,1000,0,0
18408,0199748,1000,-75,-75
18409,0199758,1000,5,5
18410,0199759,1000,0,0
18411,0199760,1000,-436,-436
18412,0199761,1000,0,0
18413,0199762,1000,-217,-217
18414,0199763,1000,0,0
18415,0199764,1000,-137,-137
18416,0199765,1000,0,0
18417,0199766,1000,-226,-226
18418,0199767,1000,0,0
18419,0199769,1000,0,0
18420,0199773,1000,0,0
18421,0199774,1000,-201,-201
18422,0199775,1000,0,0
18423,0199777,1000,0,0
18424,0199778,1000,-157,-157
18425,0199779,1000,0,0
18426,0199780,1000,-109,-109
18427,0199781,1000,0,0
18428,0199782,1000,-43,-43
18429,0199783,1000,0,0
18430,0199784,1000,-206,-206
18431,0199785,1000,0,0
18432,0199786,1000,-64,-64
18433,0199787,1000,0,0
18434,0199788,1000,-73,-73
18435,0199789,1000,0,0
18436,0199790,1000,4,4
18437,0199791,1000,0,0
18438,0199792,1000,9,9
18439,0199793,1000,0,0
18440,0199794,1000,-89,-89
18441,0199795,1000,0,0
18442,0199796,1000,-67,-67
18443,0199801,1000,0,0
18444,0199802,1000,-90,-90
18445,0199803,1000,0,0
18446,0199804,1000,-229,-229
18447,0199805,1000,0,0
18448,0199806,1000,-114,-114
18449,0199807,1000,0,0
18450,0199808,1000,0,0
18451,0199809,1000,0,0
18452,0199810,1000,0,0
18453,0199811,1000,0,0
18454,0199813,1000,0,0
18455,0199815,1000,0,0
18456,0199817,1000,0,0
18457,0199827,1000,0,0
18458,0199828,1000,-10,-10
18459,0199829,1000,0,0
18460,0199831,1000,0,0
18461,0199833,1000,0,0
18462,0199835,1000,0,0
18463,0199837,1000,0,0
18464,0199838,1000,-27,-27
18465,0199839,1000,0,0
18466,0199840,1000,0,0
18467,0199842,1000,8,8
18468,0199848,1000,0,0
18469,0199867,1000,0,0
18470,0199868,1000,0,0
18471,0199869,1000,0,0
18472,0199870,1000,0,0
18473,0199871,1000,0,0
18474,0199872,1000,0,0
18475,0199873,1000,0,0
18476,0199874,1000,0,0
18477,0199876,1000,0,0
18478,0199877,1000,-5,-5
18479,0199878,1000,-1,-1
18480,0199900,1000,6,6
18481,0199905,1000,6,6
18482,0199906,1000,0,0
18483,0199907,1000,-3,-3
18484,0199911,1000,-8,-8
18485,0199912,1000,-3,-3
18486,0199913,1000,-11,-11
18487,0199918,1000,0,0
18488,0199921,1000,2,2
18489,0199923,1000,0,0
18490,0199924,1000,0,0
18491,0199925,1000,-22,-22
18492,0199926,1000,0,0
18493,0199929,1000,22,22
18494,0199941,1000,0,0
18495,0199943,1000,0,0
18496,0199944,1000,0,0
18497,0199945,1000,0,0
18498,0199946,1000,0,0
18499,0199947,1000,0,0
18500,0199948,1000,0,0
18501,0199949,1000,0,0
18502,0199950,1000,0,0
18503,0199951,1000,0,0
18504,0199952,1000,0,0
18505,0199953,1000,0,0
18506,0199954,1000,0,0
18507,0199955,1000,0,0
18508,0199956,1000,0,0
18509,0199957,1000,0,0
18510,0199958,1000,0,0
18511,0199959,1000,0,0
18512,0199960,1000,0,0
18513,0199961,1000,0,0
18514,0199964,1000,27,27
18515,0199967,1000,22,22
18516,0199968,1000,27,27
18517,0199971,1000,0,0
18518,0199977,1000,-70,-70
18519,0199980,1000,6,6
18520,0199981,1000,-21,-21
18521,0199988,1000,-188,-188
18522,0199990,1000,0,0
18523,0199991,1000,0,0
18524,0199994,1000,6,6
18525,0199995,1000,3,3
18526,0199996,1000,0,0
18527,0200034,1000,-96,-96
18528,0200041,1000,0,0
18529,0200042,1000,0,0
18530,0200043,1000,0,0
18531,0200045,1000,0,0
18532,0200048,1000,19,19
18533,0200049,1000,1,1
18534,0200050,1000,0,0
18535,0200052,1000,21,21
18536,0200056,1000,0,0
18537,0200057,1000,12,12
18538,0200059,1000,0,0
18539,0200066,1000,0,0
18540,0200068,1000,43,43
18541,0200069,1000,52,52
18542,0200070,1000,57,57
18543,0200071,1000,115,115
18544,0200081,1000,12,12
18545,0200082,1000,14,14
18546,0200083,1000,1,1
18547,0200084,1000,12,12
18548,0200087,1000,5,5
18549,0200096,1000,0,0
18550,0200102,1000,6,6
18551,0200104,1000,4,4
18552,0200105,1000,0,0
18553,0200106,1000,0,0
18554,0200113,1000,0,0
18555,0200116,1000,0,0
18556,0200119,1000,0,0
18557,0200120,1000,0,0
18558,0200121,1000,0,0
18559,0200122,1000,0,0
18560,0200123,1000,0,0
18561,0200124,1000,0,0
18562,0200125,1000,0,0
18563,0200127,1000,3,3
18564,0200138,1000,4,4
18565,0200140,1000,2,2
18566,0200141,1000,0,0
18567,0200156,1000,0,0
18568,0200168,1000,0,0
18569,0200169,1000,0,0
18570,0200170,1000,16,16
18571,0200171,1000,20,20
18572,0200172,1000,29,29
18573,0200173,1000,44,44
18574,0200177,1000,6,6
18575,0200178,1000,10,10
18576,0200179,1000,20,20
18577,0200183,1000,22,22
18578,0200184,1000,6,6
18579,0200190,1000,7,7
18580,0200191,1000,13,13
18581,0200200,1000,0,0
18582,0200201,1000,0,0
18583,0200203,1000,5,5
18584,0200204,1000,6,6
18585,0200205,1000,0,0
18586,0200206,1000,0,0
18587,0200207,1000,0,0
18588,0200208,1000,-1283,-1283
18589,0200209,1000,-173,-173
18590,0200218,1000,0,0
18591,0200219,1000,0,0
18592,0200227,1000,21,21
18593,0200228,1000,18,18
18594,0200244,1000,7,7
18595,0200245,1000,0,0
18596,0200246,1000,18,18
18597,0200252,1000,0,0
18598,0200253,1000,0,0
18599,0200254,1000,3,3
18600,0200260,1000,0,0
18601,0200263,1000,0,0
18602,0200264,1000,0,0
18603,0200267,1000,0,0
18604,0200270,1000,4,4
18605,0200272,1000,0,0
18606,0200274,1000,1,1
18607,0200275,1000,2,2
18608,0200280,1000,0,0
18609,0200282,1000,0,0
18610,0200283,1000,0,0
18611,0200284,1000,0,0
18612,0200287,1000,4,4
18613,0200288,1000,10,10
18614,0200290,1000,23,23
18615,0200291,1000,11,11
18616,0200293,1000,29,29
18617,0200294,1000,26,26
18618,0200295,1000,8,8
18619,0200296,1000,5,5
18620,0200297,1000,0,0
18621,0200309,1000,0,0
18622,0200317,1000,63,63
18623,0200319,1000,17,17
18624,0200320,1000,12,12
18625,0200321,1000,28,28
18626,0200322,1000,0,0
18627,0200323,1000,11,11
18628,0200327,1000,0,0
18629,0200330,1000,7,7
18630,0200331,1000,7,7
18631,0200332,1000,18,18
18632,0200333,1000,5,5
18633,0200334,1000,0,0
18634,0200335,1000,0,0
18635,0200336,1000,0,0
18636,0200337,1000,0,0
18637,0200338,1000,0,0
18638,0200339,1000,0,0
18639,0200340,1000,0,0
18640,0200341,1000,0,0
18641,0200342,1000,0,0
18642,0200343,1000,0,0
18643,0200344,1000,0,0
18644,0200345,1000,0,0
18645,0200346,1000,0,0
18646,0200347,1000,0,0
18647,0200348,1000,0,0
18648,0200359,1000,0,0
18649,0200360,1000,0,0
18650,0200361,1000,0,0
18651,0200364,1000,0,0
18652,0200365,1000,0,0
18653,0200368,1000,0,0
18654,0200374,1000,5,5
18655,0200375,1000,26,26
18656,0200376,1000,0,0
18657,0200377,1000,0,0
18658,0200378,1000,0,0
18659,0200379,1000,0,0
18660,0200380,1000,0,0
18661,0200381,1000,0,0
18662,0200382,1000,0,0
18663,0200383,1000,0,0
18664,0200384,1000,0,0
18665,0200385,1000,0,0
18666,0200386,1000,0,0
18667,0200387,1000,0,0
18668,0200388,1000,0,0
18669,0200389,1000,0,0
18670,0200390,1000,0,0
18671,0200391,1000,0,0
18672,0200392,1000,0,0
18673,0200393,1000,-28,-28
18674,0200394,1000,-19,-19
18675,0200395,1000,-9,-9
18676,0200396,1000,-13,-13
18677,0200397,1000,-64,-64
18678,0200398,1000,-42,-42
18679,0200399,1000,-93,-93
18680,0200400,1000,-111,-111
18681,0200401,1000,-3,-3
18682,0200402,1000,-3,-3
18683,0200403,1000,-16,-16
18684,0200404,1000,-235,-235
18685,0200405,1000,-49,-49
18686,0200406,1000,-72,-72
18687,0200407,1000,-3,-3
18688,0200408,1000,0,0
18689,0200410,1000,-45,-45
18690,0200411,1000,-40,-40
18691,0200412,1000,10,10
18692,0200417,1000,0,0
18693,0200424,1000,3,3
18694,0200426,1000,0,0
18695,0200429,1000,0,0
18696,0200430,1000,10,10
18697,0200431,1000,1,1
18698,0200444,1000,0,0
18699,0200445,1000,5,5
18700,0200446,1000,9,9
18701,0200448,1000,12,12
18702,0200451,1000,7,7
18703,0200452,1000,9,9
18704,0200453,1000,-1997,-1997
18705,0200454,1000,-666,-666
18706,0200457,1000,-3008,-3008
18707,0200458,1000,-356,-356
18708,0200459,1000,-735,-735
18709,0200460,1000,-737,-737
18710,0200461,1000,-1669,-1669
18711,0200464,1000,-816,-816
18712,0200475,1000,4,4
18713,0200477,1000,9,9
18714,0200481,1000,6,6
18715,0200482,1000,11,11
18716,0200487,1000,8,8
18717,0200488,1000,3,3
18718,0200499,1000,8,8
18719,0200511,1000,0,0
18720,0200515,1000,-1119,-1119
18721,0200516,1000,0,0
18722,0200517,1000,0,0
18723,0200524,1000,-7,-7
18724,0200526,1000,-28,-28
18725,0200528,1000,0,0
18726,0200529,1000,-1270,-1270
18727,0200530,1000,-2022,-2022
18728,0200532,1000,0,0
18729,0200546,1000,0,0
18730,0200547,1000,0,0
18731,0200548,1000,0,0
18732,0200549,1000,0,0
18733,0200550,1000,0,0
18734,0200551,1000,0,0
18735,0200554,1000,-1,-1
18736,0200557,1000,0,0
18737,0200559,1000,0,0
18738,0200560,1000,-2097,-2097
18739,0200561,1000,-20988,-20988
18740,0200565,1000,0,0
18741,0200566,1000,0,0
18742,0200567,1000,-1045,-1045
18743,0200569,1000,-219,-219
18744,0200570,1000,-613,-613
18745,0200571,1000,-477,-477
18746,0200572,1000,-48,-48
18747,0200580,1000,0,0
18748,0200581,1000,20,20
18749,0200585,1000,0,0
18750,0200599,1000,-49,-49
18751,0200610,1000,-41,-41
18752,0200611,1000,-88,-88
18753,0200693,1000,7,7
18754,0200694,1000,11,11
18755,0200699,1000,14,14
18756,0200703,1000,0,0
18757,0200705,1000,14,14
18758,0200708,1000,45,45
18759,0200709,1000,114,114
18760,0200710,1000,69,69
18761,0200711,1000,96,96
18762,0200712,1000,0,0
18763,0200713,1000,110,110
18764,0200722,1000,0,0
18765,0200723,1000,0,0
18766,0200739,1000,8,8
18767,0200740,1000,6,6
18768,0200741,1000,6,6
18769,0200742,1000,13,13
18770,0200773,1000,0,0
18771,0200774,1000,0,0
18772,0200775,1000,0,0
18773,0200782,1000,0,0
18774,0200783,1000,6,6
18775,0200784,1000,0,0
18776,0200789,1000,0,0
18777,0200790,1000,0,0
18778,0200791,1000,0,0
18779,0200794,1000,0,0
18780,0200801,1000,0,0
18781,0200822,1000,0,0
18782,0200823,1000,-1,-1
18783,0200824,1000,0,0
18784,0200825,1000,0,0
18785,0200834,1000,0,0
18786,0200849,1000,9,9
18787,0200850,1000,24,24
18788,0200852,1000,23,23
18789,0200853,1000,28,28
18790,0200854,1000,36,36
18791,0200855,1000,37,37
18792,0200856,1000,24,24
18793,0200857,1000,30,30
18794,0200858,1000,31,31
18795,0200859,1000,24,24
18796,0200882,1000,0,0
18797,0200895,1000,0,0
18798,0200896,1000,0,0
18799,0200904,1000,0,0
18800,0200905,1000,0,0
18801,0200907,1000,-63,-63
18802,0200911,1000,0,0
18803,0200912,1000,0,0
18804,0200913,1000,0,0
18805,0200914,1000,0,0
18806,0200915,1000,0,0
18807,0200923,1000,-13,-13
18808,0200924,1000,-16207,-16207
18809,0200928,1000,0,0
18810,0200929,1000,-1035,-1035
18811,0200930,1000,0,0
18812,0200931,1000,-449,-449
18813,0200932,1000,-540,-540
18814,0200933,1000,0,0
18815,0200943,1000,80,80
18816,0200944,1000,61,61
18817,0200979,1000,7,7
18818,0200981,1000,0,0
18819,0200984,1000,0,0
18820,0200985,1000,0,0
18821,0200987,1000,0,0
18822,0200990,1000,7,7
18823,0200991,1000,8,8
18824,0200992,1000,10,10
18825,0200994,1000,13,13
18826,0201004,1000,0,0
18827,0201006,1000,-32,-32
18828,0201007,1000,0,0
18829,0201008,1000,0,0
18830,0201018,1000,-873,-873
18831,0201019,1000,0,0
18832,0201021,1000,-4,-4
18833,0201022,1000,0,0
18834,0201023,1000,0,0
18835,0201024,1000,0,0
18836,0201025,1000,0,0
18837,0201054,1000,3,3
18838,0201055,1000,8,8
18839,0201062,1000,2,2
18840,0201071,1000,12,12
18841,0201073,1000,13,13
18842,0201078,1000,5,5
18843,0201079,1000,7,7
18844,0201081,1000,10,10
18845,0201083,1000,9,9
18846,0201090,1000,0,0
18847,0201097,1000,0,0
18848,0201101,1000,0,0
18849,0201108,1000,0,0
18850,0201110,1000,0,0
18851,0201113,1000,0,0
18852,0201118,1000,0,0
18853,0201121,1000,0,0
18854,0201125,1000,0,0
18855,0201134,1000,0,0
18856,0201135,1000,0,0
18857,0201136,1000,0,0
18858,0201137,1000,0,0
18859,0201138,1000,0,0
18860,0201139,1000,0,0
18861,0201140,1000,0,0
18862,0201143,1000,0,0
18863,0201144,1000,0,0
18864,0201145,1000,0,0
18865,0201146,1000,0,0
18866,0201147,1000,0,0
18867,0201148,1000,0,0
18868,0201149,1000,0,0
18869,0201150,1000,0,0
18870,0201151,1000,0,0
18871,0201152,1000,0,0
18872,0201164,1000,0,0
18873,0201166,1000,0,0
18874,0201167,1000,0,0
18875,0201170,1000,0,0
18876,0201171,1000,0,0
18877,0201181,1000,0,0
18878,0201197,1000,23,23
18879,0201198,1000,0,0
18880,0201207,1000,11,11
18881,0201208,1000,6,6
18882,0201211,1000,13,13
18883,0201212,1000,11,11
18884,0201213,1000,10,10
18885,0201214,1000,21,21
18886,0201215,1000,1,1
18887,0201219,1000,0,0
18888,0201221,1000,7,7
18889,0201223,1000,5,5
18890,0201224,1000,7,7
18891,0201225,1000,15,15
18892,0201250,1000,5,5
18893,0201258,1000,2,2
18894,0201259,1000,5,5
18895,0201260,1000,0,0
18896,0201261,1000,2,2
18897,0201274,1000,0,0
18898,0201281,1000,12,12
18899,0201282,1000,0,0
18900,0201283,1000,2,2
18901,0201289,1000,21,21
18902,0201291,1000,7,7
18903,0201293,1000,10,10
18904,0201294,1000,11,11
18905,0201295,1000,0,0
18906,0201298,1000,0,0
18907,0201299,1000,0,0
18908,0201302,1000,0,0
18909,0201303,1000,8,8
18910,0201305,1000,0,0
18911,0201306,1000,0,0
18912,0201307,1000,53,53
18913,0201308,1000,7,7
18914,0201311,1000,0,0
18915,0201345,1000,9,9
18916,0201346,1000,-810,-810
18917,0201347,1000,-767,-767
18918,0201348,1000,-1142,-1142
18919,0201349,1000,-3820,-3820
18920,0201350,1000,0,0
18921,0201351,1000,-9,-9
18922,0201352,1000,-25,-25
18923,0201353,1000,0,0
18924,0201356,1000,0,0
18925,0201357,1000,-822,-822
18926,0201358,1000,-22,-22
18927,0201364,1000,10,10
18928,0201365,1000,12,12
18929,0201366,1000,3,3
18930,0201367,1000,6,6
18931,0201368,1000,8,8
18932,0201369,1000,7,7
18933,0201370,1000,10,10
18934,0201372,1000,13,13
18935,0201373,1000,1,1
18936,0201374,1000,4,4
18937,0201375,1000,0,0
18938,0201376,1000,19,19
18939,0201377,1000,2,2
18940,0201378,1000,9,9
18941,0201379,1000,1,1
18942,0201380,1000,0,0
18943,0201381,1000,10,10
18944,0201383,1000,-58,-58
18945,0201386,1000,0,0
18946,0201387,1000,0,0
18947,0201388,1000,0,0
18948,0201389,1000,0,0
18949,0201390,1000,0,0
18950,0201391,1000,0,0
18951,0201392,1000,0,0
18952,0201393,1000,0,0
18953,0201394,1000,0,0
18954,0201395,1000,0,0
18955,0201396,1000,0,0
