,cprcode,brcode,ib_cf_qty,new_ib_vs_stock_cv
6370,0124671,1000,0,0
6371,0124708,1000,0,0
6372,0124709,1000,-76,-76
6373,0124724,1000,6,6
6374,0124725,1000,3,3
6375,0124726,1000,0,0
6376,0124727,1000,0,0
6377,0124728,1000,0,0
6378,0124729,1000,0,0
6379,0124730,1000,0,0
6380,0124760,1000,0,0
6381,0124769,1000,12,12
6382,0124770,1000,2,2
6383,0124781,1000,37,37
6384,0124782,1000,35,35
6385,0124794,1000,0,0
6386,0124848,1000,5,5
6387,0124985,1000,7,7
6388,0124986,1000,0,0
6389,0124987,1000,7,7
6390,0124988,1000,8,8
6391,0124989,1000,4,4
6392,0124999,1000,1,1
6393,0125016,1000,1,1
6394,0125021,1000,26,26
6395,0125022,1000,0,0
6396,0125023,1000,0,0
6397,0125025,1000,1,1
6398,0125028,1000,32,32
6399,0125040,1000,0,0
6400,0125055,1000,588,588
6401,0125103,1000,13,13
6402,0125104,1000,11,11
6403,0125105,1000,3,3
6404,0125108,1000,0,0
6405,0125114,1000,27,27
6406,0125137,1000,0,0
6407,0125167,1000,0,0
6408,0125275,1000,9,9
6409,0125277,1000,14,14
6410,0125278,1000,22,22
6411,0125308,1000,0,0
6412,0125309,1000,0,0
6413,0125310,1000,0,0
6414,0125311,1000,0,0
6415,0125312,1000,0,0
6416,0125313,1000,0,0
6417,0125314,1000,0,0
6418,0125315,1000,0,0
6419,0125316,1000,0,0
6420,0125317,1000,0,0
6421,0125318,1000,0,0
6422,0125319,1000,0,0
6423,0125320,1000,0,0
6424,0125321,1000,0,0
6425,0125322,1000,0,0
6426,0125323,1000,0,0
6427,0125324,1000,0,0
6428,0125325,1000,0,0
6429,0125326,1000,0,0
6430,0125327,1000,0,0
6431,0125328,1000,0,0
6432,0125329,1000,0,0
6433,0125412,1000,138,138
6434,0125440,1000,0,0
6435,0125441,1000,0,0
6436,0125442,1000,0,0
6437,0125443,1000,0,0
6438,0125447,1000,0,0
6439,0125448,1000,0,0
6440,0125452,1000,0,0
6441,0125460,1000,0,0
6442,0125461,1000,0,0
6443,0125462,1000,0,0
6444,0125463,1000,0,0
6445,0125551,1000,0,0
6446,0125553,1000,0,0
6447,0125554,1000,0,0
6448,0125555,1000,0,0
6449,0125563,1000,11,11
6450,0125633,1000,12,12
6451,0125634,1000,15,15
6452,0125635,1000,14,14
6453,0125637,1000,12,12
6454,0125692,1000,5,5
6455,0125696,1000,3,3
6456,0125768,1000,18,18
6457,0125793,1000,0,0
6458,0125894,1000,0,0
6459,0125909,1000,3,3
6460,0125910,1000,9,9
6461,0125934,1000,50,50
6462,0125937,1000,26,26
6463,0125938,1000,23,23
6464,0125939,1000,73,73
6465,0125940,1000,15,15
6466,0125944,1000,5,5
6467,0125945,1000,8,8
6468,0125946,1000,-11,-11
6469,0125992,1000,0,0
6470,0126032,1000,-1494,-1494
6471,0126033,1000,-834,-834
6472,0126034,1000,-1143,-1143
6473,0126035,1000,-81,-81
6474,0126270,1000,0,0
6475,0126272,1000,0,0
6476,0126380,1000,-5050,-5050
6477,0126391,1000,21,21
6478,0126392,1000,12,12
6479,0126409,1000,6,6
6480,0126411,1000,9,9
6481,0126463,1000,0,0
6482,0126465,1000,0,0
6483,0126466,1000,0,0
6484,0126467,1000,0,0
6485,0126469,1000,0,0
6486,0126471,1000,0,0
6487,0126472,1000,0,0
6488,0126501,1000,0,0
6489,0126513,1000,-229,-229
6490,0126515,1000,81,81
6491,0126516,1000,6,6
6492,0126528,1000,3,3
6493,0126529,1000,0,0
6494,0126544,1000,5,5
6495,0126545,1000,6,6
6496,0126546,1000,9,9
6497,0126547,1000,5,5
6498,0126548,1000,14,14
6499,0126568,1000,64,64
6500,0126573,1000,0,0
6501,0126586,1000,38,38
6502,0126587,1000,26,26
6503,0126670,1000,0,0
6504,0126672,1000,0,0
6505,0126730,1000,-45,-45
6506,0126733,1000,0,0
6507,0126769,1000,7,7
6508,0126770,1000,1,1
6509,0126799,1000,1,1
6510,0126800,1000,2,2
6511,0126834,1000,27,27
6512,0126839,1000,0,0
6513,0126848,1000,1,1
6514,0126849,1000,2,2
6515,0126860,1000,25,25
6516,0126862,1000,7,7
6517,0126892,1000,50,50
6518,0126895,1000,5,5
6519,0126897,1000,1,1
6520,0126904,1000,12,12
6521,0126905,1000,8,8
6522,0126911,1000,-301,-301
6523,0126912,1000,-258,-258
6524,0126913,1000,-148,-148
6525,0126914,1000,-57,-57
6526,0126915,1000,-97,-97
6527,0126920,1000,7,7
6528,0126921,1000,0,0
6529,0126944,1000,0,0
6530,0126946,1000,21,21
6531,0126947,1000,0,0
6532,0126974,1000,9,9
6533,0126979,1000,5,5
6534,0126981,1000,9,9
6535,0126982,1000,12,12
6536,0126983,1000,37,37
6537,0127007,1000,0,0
6538,0127008,1000,0,0
6539,0127009,1000,0,0
6540,0127010,1000,0,0
6541,0127011,1000,0,0
6542,0127061,1000,6,6
6543,0127093,1000,0,0
6544,0127094,1000,4,4
6545,0127095,1000,3,3
6546,0127096,1000,2,2
6547,0127148,1000,6,6
6548,0127152,1000,203,203
6549,0127153,1000,159,159
6550,0127156,1000,40,40
6551,0127183,1000,6,6
6552,0127189,1000,-1,-1
6553,0127190,1000,0,0
6554,0127191,1000,0,0
6555,0127199,1000,0,0
6556,0127200,1000,0,0
6557,0127270,1000,-268,-268
6558,0127271,1000,-6320,-6320
6559,0127272,1000,-7574,-7574
6560,0127273,1000,-102,-102
6561,0127274,1000,0,0
6562,0127305,1000,0,0
6563,0127306,1000,0,0
6564,0127317,1000,22,22
6565,0127318,1000,11,11
6566,0127321,1000,20,20
6567,0127324,1000,17,17
6568,0127325,1000,0,0
6569,0127338,1000,0,0
6570,0127354,1000,3,3
6571,0127359,1000,30,30
6572,0127360,1000,0,0
6573,0127361,1000,19,19
6574,0127382,1000,13,13
6575,0127394,1000,11,11
6576,0127411,1000,51,51
6577,0127430,1000,1,1
6578,0127479,1000,0,0
6579,0127481,1000,8,8
6580,0127482,1000,-605,-605
6581,0127587,1000,11,11
6582,0127588,1000,11,11
6583,0127589,1000,9,9
6584,0127599,1000,0,0
6585,0127601,1000,24,24
6586,0127608,1000,48,48
6587,0127610,1000,21,21
6588,0127611,1000,10,10
6589,0127615,1000,15,15
6590,0127617,1000,0,0
6591,0127652,1000,-163,-163
6592,0127656,1000,8,8
6593,0127657,1000,9,9
6594,0127673,1000,17,17
6595,0127697,1000,3,3
6596,0127710,1000,0,0
6597,0127768,1000,14,14
6598,0127769,1000,8,8
6599,0127770,1000,14,14
6600,0127771,1000,15,15
6601,0127956,1000,4,4
6602,0127973,1000,0,0
6603,0127986,1000,30,30
6604,0127990,1000,0,0
6605,0127993,1000,5,5
6606,0127995,1000,11,11
6607,0127996,1000,10,10
6608,0128008,1000,4,4
6609,0128009,1000,0,0
6610,0128015,1000,0,0
6611,0128022,1000,26,26
6612,0128023,1000,23,23
6613,0128035,1000,0,0
6614,0128036,1000,0,0
6615,0128037,1000,0,0
6616,0128038,1000,0,0
6617,0128050,1000,0,0
6618,0128064,1000,0,0
6619,0128066,1000,0,0
6620,0128067,1000,0,0
6621,0128068,1000,0,0
6622,0128072,1000,1,1
6623,0128077,1000,2,2
6624,0128078,1000,-2,-2
6625,0128081,1000,0,0
6626,0128092,1000,1,1
6627,0128093,1000,-1,-1
6628,0128094,1000,0,0
6629,0128194,1000,5,5
6630,0128198,1000,0,0
6631,0128202,1000,0,0
6632,0128206,1000,0,0
6633,0128212,1000,70,70
6634,0128230,1000,12,12
6635,0128231,1000,7,7
6636,0128233,1000,16,16
6637,0128234,1000,20,20
6638,0128235,1000,15,15
6639,0128238,1000,10,10
6640,0128239,1000,19,19
6641,0128240,1000,0,0
6642,0128241,1000,11,11
6643,0128242,1000,7,7
6644,0128244,1000,48,48
6645,0128246,1000,12,12
6646,0128247,1000,5,5
6647,0128248,1000,20,20
6648,0128249,1000,9,9
6649,0128250,1000,8,8
6650,0128269,1000,0,0
6651,0128270,1000,34,34
6652,0128350,1000,-541,-541
6653,0128351,1000,-619,-619
6654,0128352,1000,-29,-29
6655,0128353,1000,-2,-2
6656,0128360,1000,0,0
6657,0128448,1000,7,7
6658,0128449,1000,9,9
6659,0128450,1000,6,6
6660,0128451,1000,12,12
6661,0128455,1000,12,12
6662,0128457,1000,8,8
6663,0128465,1000,32,32
6664,0128466,1000,16,16
6665,0128475,1000,-11,-11
6666,0128479,1000,3,3
6667,0128489,1000,0,0
6668,0128490,1000,0,0
6669,0128492,1000,0,0
6670,0128493,1000,0,0
6671,0128494,1000,-1,-1
6672,0128495,1000,0,0
6673,0128496,1000,0,0
6674,0128497,1000,0,0
6675,0128498,1000,0,0
6676,0128499,1000,0,0
6677,0128500,1000,0,0
6678,0128501,1000,0,0
6679,0128503,1000,0,0
6680,0128504,1000,-1,-1
6681,0128505,1000,0,0
6682,0128506,1000,0,0
6683,0128508,1000,0,0
6684,0128509,1000,0,0
6685,0128510,1000,0,0
6686,0128513,1000,0,0
6687,0128515,1000,0,0
6688,0128517,1000,0,0
6689,0128518,1000,0,0
6690,0128520,1000,-3,-3
6691,0128523,1000,0,0
6692,0128525,1000,0,0
6693,0128527,1000,0,0
6694,0128528,1000,0,0
6695,0128529,1000,0,0
6696,0128530,1000,0,0
6697,0128531,1000,0,0
6698,0128533,1000,-1,-1
6699,0128534,1000,-8,-8
6700,0128535,1000,-2,-2
6701,0128536,1000,0,0
6702,0128537,1000,0,0
6703,0128538,1000,0,0
6704,0128540,1000,0,0
6705,0128541,1000,0,0
6706,0128542,1000,0,0
6707,0128543,1000,-1,-1
6708,0128545,1000,0,0
6709,0128549,1000,0,0
6710,0128550,1000,0,0
6711,0128551,1000,0,0
6712,0128553,1000,0,0
6713,0128554,1000,0,0
6714,0128556,1000,0,0
6715,0128558,1000,0,0
6716,0128560,1000,-1,-1
6717,0128561,1000,-1,-1
6718,0128562,1000,0,0
6719,0128563,1000,0,0
6720,0128565,1000,-2,-2
6721,0128568,1000,0,0
6722,0128569,1000,0,0
6723,0128571,1000,0,0
6724,0128572,1000,0,0
6725,0128573,1000,0,0
6726,0128574,1000,0,0
6727,0128575,1000,0,0
6728,0128576,1000,-1,-1
6729,0128579,1000,0,0
6730,0128580,1000,0,0
6731,0128581,1000,0,0
6732,0128582,1000,0,0
6733,0128584,1000,-1,-1
6734,0128585,1000,0,0
6735,0128586,1000,0,0
6736,0128589,1000,0,0
6737,0128590,1000,0,0
6738,0128592,1000,0,0
6739,0128593,1000,0,0
6740,0128594,1000,0,0
6741,0128596,1000,0,0
6742,0128597,1000,0,0
6743,0128598,1000,0,0
6744,0128599,1000,0,0
6745,0128600,1000,-1,-1
6746,0128601,1000,0,0
6747,0128602,1000,-1,-1
6748,0128603,1000,0,0
6749,0128605,1000,0,0
6750,0128606,1000,0,0
6751,0128607,1000,0,0
6752,0128608,1000,0,0
6753,0128609,1000,0,0
6754,0128610,1000,-2,-2
6755,0128611,1000,0,0
6756,0128612,1000,0,0
6757,0128614,1000,0,0
6758,0128616,1000,0,0
6759,0128617,1000,0,0
6760,0128618,1000,0,0
6761,0128619,1000,0,0
6762,0128620,1000,0,0
6763,0128621,1000,0,0
6764,0128622,1000,0,0
6765,0128725,1000,132,132
6766,0128733,1000,32,32
6767,0128734,1000,14,14
6768,0128736,1000,21,21
6769,0128737,1000,27,27
6770,0128745,1000,1,1
6771,0128746,1000,27,27
6772,0128758,1000,10,10
6773,0128767,1000,15,15
6774,0128772,1000,18,18
6775,0128784,1000,4,4
6776,0128858,1000,2,2
6777,0128859,1000,3,3
6778,0128863,1000,3,3
6779,0128864,1000,3,3
6780,0128865,1000,3,3
6781,0128867,1000,3,3
6782,0128870,1000,3,3
6783,0128882,1000,3,3
6784,0128884,1000,0,0
6785,0128885,1000,3,3
6786,0128887,1000,0,0
6787,0128888,1000,0,0
6788,0128891,1000,3,3
6789,0129025,1000,0,0
6790,0129026,1000,0,0
6791,0129028,1000,0,0
6792,0129029,1000,10,10
6793,0129034,1000,8,8
6794,0129074,1000,0,0
6795,0129149,1000,0,0
6796,0129179,1000,5,5
6797,0129258,1000,0,0
6798,0129259,1000,9,9
6799,0129260,1000,7,7
6800,0129266,1000,2,2
6801,0129267,1000,31,31
6802,0129274,1000,8,8
6803,0129276,1000,23,23
6804,0129277,1000,26,26
6805,0129279,1000,44,44
6806,0129280,1000,18,18
6807,0129282,1000,6,6
6808,0129289,1000,4,4
6809,0129291,1000,2,2
6810,0129300,1000,0,0
6811,0129306,1000,5,5
6812,0129340,1000,46,46
6813,0129341,1000,69,69
6814,0129352,1000,28,28
6815,0129360,1000,62,62
6816,0129377,1000,3,3
6817,0129382,1000,-188,-188
6818,0129383,1000,-403,-403
6819,0129384,1000,-452,-452
6820,0129385,1000,-610,-610
6821,0129387,1000,-1368,-1368
6822,0129388,1000,-114,-114
6823,0129451,1000,80,80
6824,0129452,1000,7,7
6825,0129453,1000,6,6
6826,0129476,1000,30,30
6827,0129479,1000,30,30
6828,0129484,1000,36,36
6829,0129497,1000,5,5
6830,0129501,1000,10,10
6831,0129507,1000,13,13
6832,0129508,1000,2,2
6833,0129523,1000,0,0
6834,0129524,1000,0,0
6835,0129525,1000,0,0
6836,0129532,1000,0,0
6837,0129606,1000,-508,-508
6838,0129607,1000,-310,-310
6839,0129608,1000,16,16
6840,0129610,1000,0,0
6841,0129612,1000,0,0
6842,0129614,1000,0,0
6843,0129615,1000,0,0
6844,0129616,1000,0,0
6845,0129617,1000,0,0
6846,0129618,1000,0,0
6847,0129619,1000,0,0
6848,0129620,1000,0,0
6849,0129621,1000,0,0
6850,0129622,1000,0,0
6851,0129625,1000,0,0
6852,0129626,1000,0,0
6853,0129628,1000,0,0
6854,0129675,1000,-4,-4
6855,0129676,1000,-485,-485
6856,0129694,1000,6,6
6857,0129695,1000,0,0
6858,0129701,1000,30,30
6859,0129702,1000,7,7
6860,0129717,1000,0,0
6861,0129718,1000,16,16
6862,0129719,1000,78,78
6863,0129724,1000,1,1
6864,0129739,1000,1,1
6865,0129753,1000,32,32
6866,0129754,1000,25,25
6867,0129755,1000,9,9
6868,0129757,1000,38,38
6869,0129762,1000,43,43
6870,0129770,1000,0,0
6871,0129861,1000,0,0
6872,0129892,1000,27,27
6873,0129893,1000,13,13
6874,0129897,1000,0,0
6875,0129938,1000,17,17
6876,0129959,1000,0,0
6877,0129963,1000,85,85
6878,0129964,1000,94,94
6879,0130056,1000,9171,9171
6880,0130057,1000,881,881
6881,0130122,1000,0,0
6882,0130124,1000,21,21
6883,0130282,1000,1,1
6884,0130312,1000,21,21
6885,0130327,1000,8,8
6886,0130330,1000,119,119
6887,0130331,1000,2,2
6888,0130332,1000,33,33
6889,0130338,1000,273,273
6890,0130341,1000,0,0
6891,0130345,1000,59,59
6892,0130346,1000,38,38
6893,0130347,1000,29,29
6894,0130414,1000,27,27
6895,0130415,1000,9,9
6896,0130417,1000,7,7
6897,0130422,1000,0,0
6898,0130428,1000,5,5
6899,0130429,1000,0,0
6900,0130435,1000,-162,-162
6901,0130436,1000,-189,-189
6902,0130468,1000,0,0
6903,0130559,1000,0,0
6904,0130560,1000,0,0
6905,0130561,1000,0,0
6906,0130563,1000,0,0
6907,0130567,1000,0,0
6908,0130568,1000,-5,-5
6909,0130573,1000,0,0
6910,0130641,1000,0,0
6911,0130658,1000,0,0
6912,0130660,1000,6,6
6913,0130661,1000,-1,-1
6914,0130662,1000,-1,-1
6915,0130665,1000,0,0
6916,0130670,1000,0,0
6917,0130671,1000,6,6
6918,0130674,1000,1,1
6919,0130675,1000,2,2
6920,0130676,1000,11,11
6921,0130677,1000,5,5
6922,0130684,1000,6,6
6923,0130685,1000,6,6
6924,0130686,1000,2,2
6925,0130687,1000,2,2
6926,0130688,1000,8,8
6927,0130701,1000,10,10
6928,0130704,1000,0,0
6929,0130705,1000,6,6
6930,0130716,1000,2,2
6931,0130719,1000,30,30
6932,0130722,1000,12,12
6933,0130726,1000,10,10
6934,0130731,1000,0,0
6935,0130732,1000,0,0
6936,0130733,1000,0,0
6937,0130734,1000,0,0
6938,0130735,1000,0,0
6939,0130736,1000,0,0
6940,0130737,1000,0,0
6941,0130738,1000,0,0
6942,0130740,1000,6,6
6943,0130741,1000,6,6
6944,0130742,1000,10,10
6945,0130743,1000,8,8
6946,0130744,1000,0,0
6947,0130745,1000,2,2
6948,0130773,1000,0,0
6949,0130775,1000,0,0
6950,0130777,1000,0,0
6951,0130778,1000,0,0
6952,0130780,1000,0,0
6953,0130781,1000,0,0
6954,0130782,1000,0,0
6955,0130786,1000,350,350
6956,0130793,1000,3,3
6957,0130794,1000,3,3
6958,0130795,1000,3,3
6959,0130804,1000,13,13
6960,0130805,1000,0,0
6961,0130806,1000,6,6
6962,0130892,1000,0,0
6963,0130913,1000,21,21
6964,0130923,1000,0,0
6965,0130926,1000,8,8
6966,0130928,1000,25,25
6967,0130929,1000,264,264
6968,0130930,1000,19,19
6969,0130931,1000,2,2
6970,0130932,1000,7,7
6971,0130950,1000,-1,-1
6972,0130951,1000,0,0
6973,0130952,1000,0,0
6974,0130961,1000,0,0
6975,0131011,1000,0,0
6976,0131012,1000,0,0
6977,0131013,1000,0,0
6978,0131014,1000,0,0
6979,0131015,1000,0,0
6980,0131016,1000,0,0
6981,0131017,1000,0,0
6982,0131018,1000,0,0
6983,0131019,1000,0,0
6984,0131020,1000,-9,-9
6985,0131021,1000,-1,-1
6986,0131022,1000,-4,-4
6987,0131023,1000,-1288,-1288
6988,0131024,1000,-1995,-1995
6989,0131025,1000,-1087,-1087
6990,0131027,1000,-122,-122
6991,0131028,1000,-203,-203
6992,0131029,1000,-154,-154
6993,0131041,1000,12,12
6994,0131042,1000,16,16
6995,0131055,1000,0,0
6996,0131056,1000,0,0
6997,0131068,1000,15,15
6998,0131069,1000,11,11
6999,0131070,1000,12,12
7000,0131071,1000,12,12
7001,0131073,1000,27,27
7002,0131148,1000,0,0
7003,0131167,1000,0,0
7004,0131170,1000,18,18
7005,0131179,1000,-833,-833
7006,0131181,1000,-1060,-1060
7007,0131186,1000,-39,-39
7008,0131187,1000,0,0
7009,0131202,1000,3,3
7010,0131206,1000,5,5
7011,0131207,1000,6,6
7012,0131208,1000,3,3
7013,0131211,1000,13,13
7014,0131323,1000,43,43
7015,0131325,1000,3,3
7016,0131331,1000,7,7
7017,0131332,1000,3,3
7018,0131348,1000,0,0
7019,0131355,1000,2,2
7020,0131356,1000,15,15
7021,0131357,1000,22,22
7022,0131381,1000,4,4
7023,0131382,1000,219,219
7024,0131383,1000,2,2
7025,0131384,1000,100,100
7026,0131385,1000,3,3
7027,0131386,1000,152,152
7028,0131387,1000,3,3
7029,0131388,1000,152,152
7030,0131391,1000,4,4
7031,0131392,1000,176,176
7032,0131393,1000,3,3
7033,0131394,1000,143,143
7034,0131395,1000,2,2
7035,0131396,1000,16,16
7036,0131400,1000,0,0
7037,0131403,1000,1,1
7038,0131436,1000,-728,-728
7039,0131437,1000,-540,-540
7040,0131438,1000,-378,-378
7041,0131439,1000,-187,-187
7042,0131440,1000,-423,-423
7043,0131441,1000,2,2
7044,0131442,1000,40,40
7045,0131443,1000,22,22
7046,0131444,1000,28,28
7047,0131447,1000,9,9
7048,0131448,1000,16,16
7049,0131491,1000,1,1
7050,0131496,1000,0,0
7051,0131497,1000,1,1
7052,0131507,1000,10,10
7053,0131508,1000,6,6
7054,0131526,1000,0,0
7055,0131617,1000,0,0
7056,0131618,1000,7,7
7057,0131621,1000,9,9
7058,0131622,1000,8,8
7059,0131623,1000,4,4
7060,0131628,1000,7,7
7061,0131637,1000,0,0
7062,0131691,1000,0,0
7063,0131692,1000,0,0
7064,0131693,1000,0,0
7065,0131694,1000,0,0
7066,0131695,1000,0,0
7067,0131714,1000,-24,-24
7068,0131715,1000,-22,-22
7069,0131722,1000,16,16
7070,0131723,1000,0,0
7071,0131790,1000,9,9
7072,0131793,1000,107,107
7073,0131795,1000,8,8
7074,0131812,1000,4,4
7075,0131818,1000,0,0
7076,0131819,1000,0,0
7077,0131820,1000,0,0
7078,0131839,1000,6,6
7079,0131840,1000,0,0
7080,0131841,1000,15,15
7081,0131860,1000,-7,-7
7082,0131861,1000,-7,-7
7083,0131862,1000,-16,-16
7084,0131863,1000,-4,-4
7085,0131864,1000,-8,-8
7086,0131865,1000,-5,-5
7087,0131866,1000,-5,-5
7088,0131867,1000,-6,-6
7089,0131868,1000,-10,-10
7090,0131874,1000,0,0
7091,0131875,1000,0,0
7092,0131876,1000,0,0
7093,0131877,1000,0,0
7094,0131970,1000,0,0
7095,0131972,1000,13,13
7096,0131977,1000,7,7
7097,0132014,1000,5,5
7098,0132017,1000,15,15
7099,0132018,1000,19,19
7100,0132023,1000,-60,-60
7101,0132085,1000,10,10
7102,0132090,1000,67,67
7103,0132098,1000,0,0
7104,0132106,1000,18,18
7105,0132107,1000,15,15
7106,0132109,1000,3,3
7107,0132113,1000,2,2
7108,0132115,1000,5,5
7109,0132119,1000,5,5
7110,0132120,1000,0,0
7111,0132134,1000,5,5
7112,0132141,1000,0,0
7113,0132142,1000,5,5
7114,0132166,1000,0,0
7115,0132170,1000,0,0
7116,0132176,1000,0,0
7117,0132179,1000,2,2
7118,0132184,1000,0,0
7119,0132196,1000,0,0
7120,0132197,1000,0,0
7121,0132213,1000,0,0
7122,0132215,1000,0,0
7123,0132216,1000,0,0
7124,0132217,1000,0,0
7125,0132255,1000,0,0
7126,0132256,1000,0,0
7127,0132262,1000,14,14
7128,0132272,1000,0,0
7129,0132275,1000,0,0
7130,0132276,1000,0,0
7131,0132277,1000,0,0
7132,0132278,1000,0,0
7133,0132279,1000,0,0
7134,0132282,1000,0,0
7135,0132283,1000,-338,-338
7136,0132284,1000,-131,-131
7137,0132285,1000,-9,-9
7138,0132286,1000,0,0
7139,0132323,1000,1,1
7140,0132329,1000,13,13
7141,0132331,1000,26,26
7142,0132338,1000,13,13
7143,0132344,1000,0,0
7144,0132345,1000,0,0
7145,0132379,1000,3,3
7146,0132381,1000,2,2
7147,0132395,1000,21,21
7148,0132405,1000,0,0
7149,0132406,1000,2,2
7150,0132407,1000,0,0
7151,0132408,1000,12,12
7152,0132409,1000,0,0
7153,0132414,1000,-9,-9
7154,0132415,1000,-162,-162
7155,0132416,1000,-3,-3
7156,0132417,1000,-19,-19
7157,0132418,1000,-357,-357
7158,0132422,1000,9,9
7159,0132423,1000,18,18
7160,0132445,1000,0,0
7161,0132446,1000,0,0
7162,0132453,1000,0,0
7163,0132455,1000,9,9
7164,0132464,1000,0,0
7165,0132465,1000,0,0
7166,0132470,1000,0,0
7167,0132474,1000,4,4
7168,0132478,1000,0,0
7169,0132480,1000,0,0
7170,0132482,1000,0,0
7171,0132487,1000,0,0
7172,0132488,1000,2,2
7173,0132507,1000,0,0
7174,0132513,1000,0,0
7175,0132519,1000,10,10
7176,0132713,1000,0,0
7177,0132714,1000,0,0
7178,0132757,1000,0,0
7179,0132759,1000,0,0
7180,0132760,1000,11,11
7181,0132761,1000,0,0
7182,0132775,1000,33,33
7183,0132784,1000,0,0
7184,0132788,1000,0,0
7185,0132789,1000,0,0
7186,0132791,1000,0,0
7187,0132793,1000,0,0
7188,0132794,1000,0,0
7189,0132796,1000,0,0
7190,0132797,1000,0,0
7191,0132798,1000,0,0
7192,0132799,1000,0,0
7193,0132800,1000,0,0
7194,0132801,1000,0,0
7195,0132802,1000,0,0
7196,0132803,1000,0,0
7197,0132804,1000,0,0
7198,0132805,1000,0,0
7199,0132808,1000,0,0
7200,0132809,1000,0,0
7201,0132814,1000,0,0
7202,0132815,1000,0,0
7203,0132816,1000,0,0
7204,0132817,1000,0,0
7205,0132818,1000,0,0
7206,0132821,1000,0,0
7207,0132840,1000,38,38
7208,0132847,1000,0,0
7209,0132907,1000,-364,-364
7210,0132909,1000,-148,-148
7211,0132921,1000,0,0
7212,0132923,1000,-1313,-1313
7213,0133019,1000,11,11
7214,0133020,1000,0,0
7215,0133021,1000,0,0
7216,0133023,1000,0,0
7217,0133024,1000,0,0
7218,0133025,1000,0,0
7219,0133026,1000,0,0
7220,0133027,1000,0,0
7221,0133029,1000,0,0
7222,0133031,1000,0,0
7223,0133032,1000,0,0
7224,0133033,1000,0,0
7225,0133036,1000,0,0
7226,0133038,1000,0,0
7227,0133045,1000,5,5
7228,0133046,1000,29,29
7229,0133050,1000,-1295,-1295
7230,0133051,1000,0,0
7231,0133057,1000,0,0
7232,0133066,1000,0,0
7233,0133068,1000,0,0
7234,0133070,1000,0,0
7235,0133071,1000,1,1
7236,0133081,1000,2,2
7237,0133083,1000,3,3
7238,0133084,1000,0,0
7239,0133094,1000,-2,-2
7240,0133100,1000,-14240,-14240
7241,0133157,1000,20,20
7242,0133179,1000,0,0
7243,0133180,1000,-1182,-1182
7244,0133181,1000,-1462,-1462
7245,0133187,1000,-9,-9
7246,0133189,1000,0,0
7247,0133190,1000,0,0
7248,0133249,1000,0,0
7249,0133255,1000,0,0
7250,0133258,1000,0,0
7251,0133264,1000,0,0
7252,0133265,1000,0,0
7253,0133281,1000,0,0
7254,0133290,1000,0,0
7255,0133301,1000,0,0
7256,0133302,1000,0,0
7257,0133304,1000,0,0
7258,0133333,1000,13,13
7259,0133334,1000,0,0
7260,0133373,1000,15,15
7261,0133374,1000,11,11
7262,0133375,1000,11,11
7263,0133376,1000,15,15
7264,0133377,1000,15,15
7265,0133380,1000,22,22
7266,0133381,1000,0,0
7267,0133390,1000,10,10
7268,0133391,1000,8,8
7269,0133411,1000,-226,-226
7270,0133412,1000,-153,-153
7271,0133466,1000,0,0
7272,0133475,1000,0,0
7273,0133486,1000,12,12
7274,0133487,1000,0,0
7275,0133489,1000,50,50
7276,0133497,1000,0,0
7277,0133507,1000,0,0
7278,0133556,1000,-1226,-1226
7279,0133571,1000,-48,-48
7280,0133654,1000,0,0
7281,0133655,1000,0,0
7282,0133656,1000,0,0
7283,0133657,1000,0,0
7284,0133658,1000,0,0
7285,0133659,1000,0,0
7286,0133660,1000,0,0
7287,0133661,1000,0,0
7288,0133663,1000,0,0
7289,0133664,1000,0,0
7290,0133665,1000,0,0
7291,0133666,1000,0,0
7292,0133667,1000,0,0
7293,0133668,1000,0,0
7294,0133669,1000,0,0
7295,0133670,1000,0,0
7296,0133671,1000,0,0
7297,0133672,1000,0,0
7298,0133691,1000,0,0
7299,0133735,1000,0,0
7300,0133785,1000,0,0
7301,0133786,1000,4,4
7302,0133787,1000,22,22
7303,0133798,1000,0,0
7304,0133800,1000,4,4
7305,0133812,1000,20,20
7306,0133848,1000,0,0
7307,0133913,1000,0,0
7308,0133914,1000,0,0
7309,0133915,1000,0,0
7310,0133916,1000,0,0
7311,0133917,1000,0,0
7312,0133918,1000,0,0
7313,0133919,1000,0,0
7314,0133920,1000,0,0
7315,0133921,1000,0,0
7316,0133922,1000,0,0
7317,0133923,1000,0,0
7318,0133924,1000,0,0
7319,0133959,1000,0,0
7320,0133960,1000,0,0
7321,0133969,1000,0,0
7322,0133976,1000,0,0
7323,0133977,1000,0,0
7324,0133981,1000,0,0
7325,0133983,1000,0,0
7326,0133985,1000,0,0
7327,0133986,1000,0,0
7328,0133987,1000,0,0
7329,0133988,1000,0,0
7330,0133989,1000,0,0
7331,0133991,1000,0,0
7332,0133992,1000,0,0
7333,0133993,1000,0,0
7334,0133994,1000,0,0
7335,0133996,1000,0,0
7336,0133997,1000,0,0
7337,0133998,1000,0,0
7338,0133999,1000,0,0
7339,0134003,1000,39,39
7340,0134009,1000,0,0
7341,0134011,1000,0,0
7342,0134017,1000,0,0
7343,0134024,1000,0,0
7344,0134028,1000,88,88
7345,0134029,1000,8,8
7346,0134030,1000,4,4
7347,0134031,1000,14,14
7348,0134034,1000,3,3
